,Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income
592,1,23.17,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0
593,1,34.17,5.25,1,1,Industrials,White,0.085,0,0,0,1,ByBirth,290,6
594,1,38.67,0.21,1,1,Financials,White,0.085,1,0,0,1,ByBirth,280,0
595,1,25.75,0.75,1,1,Energy,Asian,0.25,1,0,0,0,ByBirth,349,23
596,0,46.08,3.0,1,1,Energy,White,2.375,1,1,8,1,ByBirth,396,4159
597,0,21.5,6.0,1,1,ConsumerStaples,White,2.5,1,1,3,0,ByBirth,80,918
598,1,20.08,0.125,1,1,Materials,White,1.0,0,1,1,0,ByBirth,240,768
599,1,20.5,2.415,1,1,Energy,White,2.0,1,1,11,1,ByBirth,200,3000
600,0,29.5,0.46,1,1,Financials,White,0.54,1,1,4,0,ByBirth,380,500
601,1,42.25,1.75,0,0,Energy,White,0.0,0,0,0,1,ByBirth,150,1
602,1,29.83,1.25,0,0,Financials,White,0.25,0,0,0,0,ByBirth,224,0
603,1,20.08,0.25,1,1,Materials,White,0.125,0,0,0,0,ByBirth,200,0
604,1,23.42,0.585,1,1,Energy,Black,0.085,1,0,0,0,ByBirth,180,0
605,0,29.58,1.75,0,0,Financials,White,1.25,0,0,0,1,ByBirth,280,0
606,1,16.17,0.04,1,1,Energy,White,0.04,0,0,0,0,ByBirth,0,0
607,1,32.33,3.5,1,1,Financials,White,0.5,0,0,0,1,ByBirth,232,0
608,1,28.46,0.04,0,0,Real Estate,White,4.25,0,0,0,1,ByBirth,460,0
609,1,47.83,4.165,1,1,Utilities,Asian,0.085,0,0,0,1,ByBirth,520,0
610,1,20.0,1.25,0,0,Financials,White,0.125,0,0,0,0,ByBirth,140,4
611,1,27.58,3.25,0,0,Materials,Black,5.085,0,1,2,1,ByBirth,369,1
612,1,22.0,0.79,1,1,Industrials,White,0.29,0,1,1,0,ByBirth,420,283
613,1,19.33,10.915,1,1,Energy,Asian,0.585,0,1,2,1,ByBirth,200,7
614,0,38.33,4.415,1,1,Energy,White,0.125,0,0,0,0,ByBirth,160,0
615,1,29.42,1.25,1,1,Energy,Black,0.25,0,1,2,1,ByBirth,400,108
616,1,22.67,0.75,1,1,ConsumerDiscretionary,White,1.585,0,1,1,1,ByBirth,400,9
617,1,32.25,14.0,0,0,Healthcare,Latino,0.0,0,1,2,0,ByBirth,160,1
618,1,29.58,4.75,1,1,CommunicationServices,White,2.0,0,1,1,1,ByBirth,460,68
619,1,18.42,10.415,0,0,ConsumerStaples,White,0.125,1,0,0,0,ByBirth,120,375
620,1,22.17,2.25,1,1,ConsumerDiscretionary,White,0.125,0,0,0,0,ByBirth,160,10
621,1,22.67,0.165,1,1,Energy,Other,2.25,0,0,0,1,ByOtherMeans,0,0
622,0,25.58,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0
623,1,18.83,0.0,1,1,Materials,White,0.665,0,0,0,0,ByBirth,160,1
624,1,21.58,0.79,0,0,InformationTechnology,White,0.665,0,0,0,0,ByBirth,160,0
625,1,23.75,12.0,1,1,Energy,White,2.085,0,0,0,0,ByOtherMeans,80,0
626,1,22.0,7.835,0,0,ConsumerDiscretionary,Asian,0.165,0,0,0,1,ByBirth,0,0
627,1,36.08,2.54,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,1000
628,1,29.25,13.0,1,1,Real Estate,Black,0.5,0,0,0,0,ByBirth,228,0
629,0,19.58,0.665,1,1,Industrials,White,1.665,0,0,0,0,ByBirth,220,5
630,0,22.92,1.25,1,1,Materials,White,0.25,0,0,0,1,ByBirth,120,809
631,0,27.25,0.29,1,1,CommunicationServices,Black,0.125,0,1,1,1,ByBirth,272,108
632,0,38.75,1.5,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,76,0
633,1,32.42,2.165,0,0,Financials,Latino,0.0,0,0,0,0,ByBirth,120,0
634,0,23.75,0.71,1,1,Industrials,White,0.25,0,1,1,1,ByBirth,240,4
635,1,18.17,2.46,1,1,Energy,Other,0.96,0,1,2,1,ByBirth,160,587
636,1,40.92,0.5,0,0,CommunicationServices,White,0.5,0,0,0,1,ByBirth,130,0
637,1,19.5,9.585,1,1,ConsumerStaples,White,0.79,0,0,0,0,ByBirth,80,350
638,1,28.58,3.625,1,1,ConsumerStaples,White,0.25,0,0,0,1,ByBirth,100,0
639,1,35.58,0.75,1,1,Financials,White,1.5,0,0,0,1,ByBirth,231,0
640,1,34.17,2.75,1,1,ConsumerDiscretionary,Asian,2.5,0,0,0,1,ByBirth,232,200
641,1,33.17,2.25,0,0,InformationTechnology,White,3.5,0,0,0,1,ByBirth,200,141
642,1,31.58,0.75,0,0,ConsumerStaples,White,3.5,0,0,0,1,ByBirth,320,0
643,0,52.5,7.0,1,1,ConsumerStaples,Black,3.0,0,0,0,0,ByBirth,0,0
644,1,36.17,0.42,0,0,Industrials,White,0.29,0,0,0,1,ByBirth,309,2
645,1,37.33,2.665,1,1,InformationTechnology,White,0.165,0,0,0,1,ByBirth,0,501
646,0,20.83,8.5,1,1,Energy,White,0.165,0,0,0,0,ByBirth,0,351
647,1,24.08,9.0,1,1,ConsumerStaples,White,0.25,0,0,0,1,ByBirth,0,0
648,1,25.58,0.335,1,1,Financials,Black,3.5,0,0,0,1,ByBirth,340,0
649,0,35.17,3.75,1,1,Healthcare,Latino,0.0,0,1,6,0,ByBirth,0,200
650,1,48.08,3.75,1,1,ConsumerDiscretionary,Asian,1.0,0,0,0,0,ByBirth,100,2
651,0,15.83,7.625,1,1,Materials,White,0.125,0,1,1,1,ByBirth,0,160
652,0,22.5,0.415,1,1,ConsumerDiscretionary,White,0.335,0,0,0,1,ByOtherMeans,144,0
653,1,21.5,11.5,1,1,ConsumerDiscretionary,White,0.5,1,0,0,1,ByBirth,100,68
654,0,23.58,0.83,1,1,Materials,White,0.415,0,1,1,1,ByBirth,200,11
655,0,21.08,5.0,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,0
656,1,25.67,3.25,1,1,Energy,Black,2.29,0,1,1,1,ByBirth,416,21
657,0,38.92,1.665,1,1,ConsumerStaples,White,0.25,0,0,0,0,ByBirth,0,390
658,0,15.75,0.375,1,1,Energy,White,1.0,0,0,0,0,ByBirth,120,18
659,0,28.58,3.75,1,1,Energy,White,0.25,0,1,1,1,ByBirth,40,154
660,1,22.25,9.0,1,1,ConsumerStaples,White,0.085,0,0,0,0,ByBirth,0,0
661,1,29.83,3.5,1,1,Energy,White,0.165,0,0,0,0,ByBirth,216,0
662,0,23.5,1.5,1,1,Industrials,White,0.875,0,0,0,1,ByBirth,160,0
663,1,32.08,4.0,0,0,InformationTechnology,White,1.5,0,0,0,1,ByBirth,120,0
664,1,31.08,1.5,0,0,Industrials,White,0.04,0,0,0,0,ByOtherMeans,160,0
665,1,31.83,0.04,0,0,CommunicationServices,White,0.04,0,0,0,0,ByBirth,0,0
666,0,21.75,11.75,1,1,Energy,White,0.25,0,0,0,1,ByBirth,180,0
667,0,17.92,0.54,1,1,Energy,White,1.75,0,1,1,1,ByBirth,80,5
668,1,30.33,0.5,1,1,Real Estate,Black,0.085,0,0,0,1,ByOtherMeans,252,0
669,1,51.83,2.04,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,120,1
670,1,47.17,5.835,1,1,Industrials,White,5.5,0,0,0,0,ByBirth,465,150
671,1,25.83,12.835,1,1,InformationTechnology,White,0.5,0,0,0,0,ByBirth,0,2
672,0,50.25,0.835,1,1,ConsumerStaples,White,0.5,0,0,0,1,ByBirth,240,117
673,1,29.5,2.0,0,0,Education,Black,2.0,0,0,0,0,ByBirth,256,17
674,0,37.33,2.5,1,1,ConsumerDiscretionary,Black,0.21,0,0,0,0,ByBirth,260,246
675,0,41.58,1.04,1,1,ConsumerStaples,White,0.665,0,0,0,0,ByBirth,240,237
676,0,30.58,10.665,1,1,Materials,Black,0.085,0,1,12,1,ByBirth,129,3
677,1,19.42,7.25,1,1,CommunicationServices,White,0.04,0,1,1,0,ByBirth,100,1
678,0,17.92,10.21,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,50
679,0,20.08,1.25,1,1,Energy,White,0.0,0,0,0,0,ByBirth,0,0
680,1,19.5,0.29,1,1,Financials,White,0.29,0,0,0,0,ByBirth,280,364
681,1,27.83,1.0,0,0,Real Estate,Black,3.0,0,0,0,0,ByBirth,176,537
682,1,17.08,3.29,1,1,ConsumerDiscretionary,White,0.335,0,0,0,1,ByBirth,140,2
683,1,36.42,0.75,0,0,Real Estate,White,0.585,0,0,0,0,ByBirth,240,3
684,1,40.58,3.29,1,1,CommunicationServices,White,3.5,0,0,0,1,ByOtherMeans,400,0
685,1,21.08,10.085,0,0,Education,Black,1.25,0,0,0,0,ByBirth,260,0
686,0,22.67,0.75,1,1,Energy,White,2.0,0,1,2,1,ByBirth,200,394
687,0,25.25,13.5,0,0,Healthcare,Latino,2.0,0,1,1,1,ByBirth,200,1
688,1,17.92,0.205,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,280,750
689,1,35.0,3.375,1,1,Energy,Black,8.29,0,0,0,1,ByBirth,0,0
